1	0.16548829525709152
2	0.1271805539727211
3	0.09556615269846386
4	0.06846325099468231
5	0.07780496217310429
6	0.03206930889023675
7	0.02755673271086481
8	0.016816177508897252
9	0.016380999237298965
10	0.02200347123046716
11	0.01869660336524248
12	0.018334520670274895
13	0.013969144007811943
14	0.01740496941945619
15	0.015888771766589746
16	0.022571611011193857
17	0.014876736664316721
18	0.01287396184893118
19	0.01823360390133328
20	0.014532728534605768
21	0.02228119120829635
22	0.013077352920340167
23	0.014330001496192481
24	0.011638732420073615
25	0.015439260440568129
26	0.012117730039689276
27	0.010271996854700975
28	0.013004606486194663
29	0.016468010014957853
30	0.012177417856744595
31	0.013041348429396749
32	0.011222221629901065
33	0.012060094314316908
34	0.0081504187029269
35	0.016304422066443496
36	0.01145047259827455
37	0.01044917106628418
38	0.01506054980887307
39	0.010277838161629107
40	0.011831375718530681
41	0.013332996310459243
42	0.009988208792896735
43	0.011740870152910551
44	0.01614569862269693
45	0.009887169141115414
46	0.012445869596881999
47	0.010042068186319537
48	0.01833324869059854
49	0.01278627746635013
50	0.01054425242667397
